Statistic Label,Year,Hour of Day,UNIT,VALUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Collisions,2005,All hours,Number,360,,,,,,,,,,,,,,,,,,,,Statistic Label,Fatal Collisions,,,,,Statistic Label,Fatal Collisions
All Fatal and Injury Collisions,2009,5,Number,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2009,6,Number,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2009,7,Number,180,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2009,8,Number,320,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2009,9,Number,353,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2009,10,Number,291,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2009,11,Number,313,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2009,12,Number,355,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2009,13,Number,417,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2009,14,Number,400,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2009,15,Number,426,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2009,16,Number,467,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2009,17,Number,507,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2009,18,Number,462,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2009,19,Number,406,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2009,20,Number,327,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2009,21,Number,236,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2009,22,Number,194,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2009,23,Number,173,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2010,All hours,Number,5780,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2010,12 midnight,Number,140,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2010,1,Number,116,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2010,2,Number,113,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2010,3,Number,124,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2010,4,Number,59,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2010,5,Number,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2010,6,Number,73,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2010,7,Number,163,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2010,8,Number,280,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2010,9,Number,324,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2010,10,Number,236,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2010,11,Number,293,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2010,12,Number,324,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2010,13,Number,347,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2010,14,Number,354,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2010,15,Number,403,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2010,16,Number,391,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2010,17,Number,394,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2010,18,Number,374,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2010,19,Number,360,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2010,20,Number,292,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2010,21,Number,220,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2010,22,Number,181,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2010,23,Number,159,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2011,All hours,Number,5230,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2011,12 midnight,Number,118,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2011,1,Number,110,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2011,2,Number,108,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2011,3,Number,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2011,4,Number,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2011,5,Number,56,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2011,6,Number,65,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2011,7,Number,144,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2011,8,Number,279,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2011,9,Number,306,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2011,10,Number,222,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2011,11,Number,234,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2011,12,Number,307,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2011,13,Number,320,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2011,14,Number,318,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2011,15,Number,343,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2011,16,Number,373,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2011,17,Number,386,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2011,18,Number,365,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2011,19,Number,296,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2011,20,Number,250,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2011,21,Number,196,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2011,22,Number,166,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2011,23,Number,126,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2012,All hours,Number,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2012,12 midnight,Number,119,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2012,1,Number,106,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2012,2,Number,115,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2012,3,Number,110,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2012,4,Number,59,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2012,5,Number,55,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2012,6,Number,79,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2012,7,Number,139,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2012,8,Number,294,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2012,9,Number,282,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2012,10,Number,229,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2012,11,Number,269,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2012,12,Number,292,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2012,13,Number,327,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2012,14,Number,330,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2012,15,Number,382,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2012,16,Number,434,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2012,17,Number,446,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2012,18,Number,408,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2012,19,Number,313,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2012,20,Number,270,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2012,21,Number,225,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2012,22,Number,181,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2012,23,Number,146,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2013,All hours,Number,4976,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2013,12 midnight,Number,103,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2013,1,Number,76,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2013,2,Number,79,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2013,3,Number,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2013,4,Number,44,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2013,5,Number,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2013,6,Number,87,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2013,7,Number,124,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2013,8,Number,271,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2013,9,Number,252,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2013,10,Number,193,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2013,11,Number,275,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2013,12,Number,305,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2013,13,Number,304,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2013,14,Number,314,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2013,15,Number,322,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2013,16,Number,358,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2013,17,Number,382,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2013,18,Number,380,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2013,19,Number,304,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2013,20,Number,248,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2013,21,Number,178,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2013,22,Number,144,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2013,23,Number,121,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2014,All hours,Number,5796,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2014,12 midnight,Number,119,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2014,1,Number,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2014,2,Number,101,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2014,3,Number,87,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2014,4,Number,68,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2014,5,Number,47,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2014,6,Number,87,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2014,7,Number,151,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2014,8,Number,314,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2014,9,Number,328,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2014,10,Number,259,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2014,11,Number,286,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2014,12,Number,287,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2014,13,Number,340,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2014,14,Number,366,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2014,15,Number,413,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2014,16,Number,414,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2014,17,Number,470,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2014,18,Number,415,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2014,19,Number,342,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2014,20,Number,300,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2014,21,Number,211,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2014,22,Number,160,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2014,23,Number,131,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2015,All hours,Number,5831,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2015,12 midnight,Number,121,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2015,1,Number,94,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2015,2,Number,113,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2015,3,Number,91,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2015,4,Number,68,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2015,5,Number,59,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2015,6,Number,91,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2015,7,Number,186,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2015,8,Number,322,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2015,9,Number,314,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2015,10,Number,216,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2015,11,Number,290,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2015,12,Number,318,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2015,13,Number,339,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2015,14,Number,378,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2015,15,Number,392,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2015,16,Number,399,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2015,17,Number,490,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2015,18,Number,440,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2015,19,Number,343,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2015,20,Number,271,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2015,21,Number,193,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2015,22,Number,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2015,23,Number,148,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2016,All hours,Number,5891,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2016,12 midnight,Number,117,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2016,1,Number,110,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2016,2,Number,86,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2016,3,Number,92,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2016,4,Number,58,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2016,5,Number,57,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2016,6,Number,95,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2016,7,Number,233,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2016,8,Number,366,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2016,9,Number,309,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2016,10,Number,235,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2016,11,Number,243,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2016,12,Number,344,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2016,13,Number,365,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2016,14,Number,342,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2016,15,Number,358,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2016,16,Number,448,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2016,17,Number,496,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2016,18,Number,430,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2016,19,Number,349,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2016,20,Number,247,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2016,21,Number,200,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2016,22,Number,174,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2016,23,Number,137,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2017,All hours,Number,6055,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2017,12 midnight,Number,107,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2017,1,Number,89,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2017,2,Number,103,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2017,3,Number,83,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2017,4,Number,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2017,5,Number,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2017,6,Number,109,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2017,7,Number,215,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2017,8,Number,342,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2017,9,Number,290,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2017,10,Number,299,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2017,11,Number,284,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2017,12,Number,314,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2017,13,Number,356,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2017,14,Number,364,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2017,15,Number,422,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2017,16,Number,423,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2017,17,Number,562,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2017,18,Number,457,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2017,19,Number,382,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2017,20,Number,279,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2017,21,Number,182,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2017,22,Number,158,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2017,23,Number,132,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2018,All hours,Number,6106,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2018,12 midnight,Number,128,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2018,1,Number,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2018,2,Number,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2018,3,Number,73,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2018,4,Number,44,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2018,5,Number,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2018,6,Number,94,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2018,7,Number,249,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2018,8,Number,367,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2018,9,Number,332,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2018,10,Number,278,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2018,11,Number,278,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2018,12,Number,359,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2018,13,Number,354,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2018,14,Number,386,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2018,15,Number,419,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2018,16,Number,455,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2018,17,Number,511,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2018,18,Number,438,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2018,19,Number,364,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2018,20,Number,275,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2018,21,Number,201,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2018,22,Number,138,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2018,23,Number,134,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2019,All hours,Number,5827,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2019,12 midnight,Number,87,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2019,1,Number,91,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2019,2,Number,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2019,3,Number,57,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2019,4,Number,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2019,5,Number,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2019,6,Number,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2019,7,Number,265,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2019,8,Number,391,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2019,9,Number,309,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2019,10,Number,242,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2019,11,Number,272,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2019,12,Number,338,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2019,13,Number,349,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2019,14,Number,382,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2019,15,Number,416,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2019,16,Number,438,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2019,17,Number,498,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2019,18,Number,434,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2019,19,Number,328,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2019,20,Number,245,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2019,21,Number,180,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2019,22,Number,148,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2019,23,Number,112,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fatal and Injury Collisions,2020,All hours,Number,4429,,,,,,,,,,,,,,,,,,,,,,,,,,,
